file_name,account_holder,bank_name,iban,period,start_balance,end_balance,transactions_json
statement_0022.png,Théophile Hernandez,Société Générale,FR8131117883860247145494074,du 01/04/1995 au 28/04/1995,4631.06,3980.14,"[{'date': '21/04/1995', 'description': 'PRELEVEMENT DENIS SARL', 'debit': '18.96', 'credit': ''}, {'date': '25/04/1995', 'description': 'PAIEMENT CB LÉGER LECLERCQ S.A.S.', 'debit': '341.33', 'credit': ''}, {'date': '25/04/1995', 'description': 'PAIEMENT CB CARLIER SARL', 'debit': '386.04', 'credit': ''}, {'date': '23/04/1995', 'description': 'REMISE DE CHEQUE GÉRARD LAROCHE ET FILS', 'debit': '', 'credit': '45.49'}, {'date': '15/04/1995', 'description': 'VIREMENT DE MICHAUD', 'debit': '', 'credit': '364.54'}, {'date': '15/04/1995', 'description': 'RETRAIT DAB ALLARD', 'debit': '261.48', 'credit': ''}, {'date': '17/04/1995', 'description': 'VIREMENT A BARBIER', 'debit': '53.14', 'credit': ''}]"
statement_0023.png,Claude Chauveau de la Petit,Société Générale,FR4365687817966942083219449,du 01/11/2012 au 28/11/2012,4286.21,4439.38,"[{'date': '21/11/2012', 'description': 'PAIEMENT CB RUIZ SA', 'debit': '347.55', 'credit': ''}, {'date': '03/11/2012', 'description': 'RETRAIT DAB CHARTIER S.A.R.L.', 'debit': '27.21', 'credit': ''}, {'date': '01/11/2012', 'description': 'REMISE DE CHEQUE FISCHER MATHIEU S.A.R.L.', 'debit': '', 'credit': '220.58'}, {'date': '18/11/2012', 'description': 'REMISE DE CHEQUE CARPENTIER BERGER S.A.S.', 'debit': '', 'credit': '173.95'}, {'date': '04/11/2012', 'description': 'RETRAIT DAB BARTHELEMY', 'debit': '193.37', 'credit': ''}, {'date': '18/11/2012', 'description': 'REMISE DE CHEQUE LEBRUN S.A.R.L.', 'debit': '', 'credit': '127.26'}, {'date': '21/11/2012', 'description': 'VIREMENT DE LAURENT SIMON S.A.R.L.', 'debit': '', 'credit': '161.94'}, {'date': '15/11/2012', 'description': 'REMISE DE CHEQUE ARNAUD', 'debit': '', 'credit': '37.57'}]"
statement_0024.png,Dorothée Blondel-Roussel,Société Générale,FR8549210049717866049392111,du 01/11/1987 au 28/11/1987,3899.16,1799.06,"[{'date': '07/11/1987', 'description': 'PRELEVEMENT LAROCHE', 'debit': '370.10', 'credit': ''}, {'date': '10/11/1987', 'description': 'REMISE DE CHEQUE DELANNOY S.A.R.L.', 'debit': '', 'credit': '141.88'}, {'date': '05/11/1987', 'description': 'RETRAIT DAB HUET', 'debit': '57.23', 'credit': ''}, {'date': '19/11/1987', 'description': 'VIREMENT DE SEGUIN S.A.', 'debit': '', 'credit': '31.06'}, {'date': '25/11/1987', 'description': 'VIREMENT DE VALENTIN LEMONNIER ET FILS', 'debit': '', 'credit': '224.30'}, {'date': '26/11/1987', 'description': 'RETRAIT DAB BARRE', 'debit': '434.97', 'credit': ''}, {'date': '03/11/1987', 'description': 'RETRAIT DAB MARTINS LABBÉ SA', 'debit': '383.77', 'credit': ''}, {'date': '17/11/1987', 'description': 'PAIEMENT CB GIMENEZ ET FILS', 'debit': '378.44', 'credit': ''}, {'date': '25/11/1987', 'description': 'VIREMENT A BOURGEOIS', 'debit': '216.24', 'credit': ''}, {'date': '22/11/1987', 'description': 'PAIEMENT CB LEBLANC', 'debit': '267.89', 'credit': ''}, {'date': '15/11/1987', 'description': 'PAIEMENT CB BARTHELEMY ROBERT S.A.R.L.', 'debit': '25.58', 'credit': ''}, {'date': '21/11/1987', 'description': 'VIREMENT A ROGER CHAUVIN ET FILS', 'debit': '436.99', 'credit': ''}, {'date': '26/11/1987', 'description': 'REMISE DE CHEQUE BRUN', 'debit': '', 'credit': '248.82'}, {'date': '26/11/1987', 'description': 'RETRAIT DAB RIBEIRO SARL', 'debit': '174.95', 'credit': ''}]"
statement_0025.png,Louis Rodriguez,Crédit Mutuel,FR2908998482411760165872228,du 01/12/2013 au 28/12/2013,4397.65,4543.56,"[{'date': '02/12/2013', 'description': 'VIREMENT DE LECLERCQ ET FILS', 'debit': '', 'credit': '78.19'}, {'date': '26/12/2013', 'description': 'PAIEMENT CB DESCAMPS MORVAN SARL', 'debit': '212.64', 'credit': ''}, {'date': '22/12/2013', 'description': 'PAIEMENT CB BARBIER', 'debit': '173.09', 'credit': ''}, {'date': '15/12/2013', 'description': 'VIREMENT A COLIN BOUVIER SARL', 'debit': '11.69', 'credit': ''}, {'date': '24/12/2013', 'description': 'REMISE DE CHEQUE BIGOT', 'debit': '', 'credit': '148.98'}, {'date': '22/12/2013', 'description': 'REMISE DE CHEQUE TRAORE', 'debit': '', 'credit': '211.03'}, {'date': '19/12/2013', 'description': 'REMISE DE CHEQUE NICOLAS S.A.', 'debit': '', 'credit': '105.13'}]"
statement_0026.png,Julie Fournier,BNP Paribas,FR4496006693442136897879138,du 01/06/2002 au 28/06/2002,4611.77,3696.45,"[{'date': '24/06/2002', 'description': 'VIREMENT DE LOUIS', 'debit': '', 'credit': '146.70'}, {'date': '22/06/2002', 'description': 'PRELEVEMENT MOREL', 'debit': '369.54', 'credit': ''}, {'date': '09/06/2002', 'description': 'VIREMENT A LEBRUN S.A.S.', 'debit': '163.50', 'credit': ''}, {'date': '02/06/2002', 'description': 'VIREMENT A MARÉCHAL ALLARD S.A.', 'debit': '249.10', 'credit': ''}, {'date': '13/06/2002', 'description': 'VIREMENT DE ROBIN', 'debit': '', 'credit': '197.01'}, {'date': '03/06/2002', 'description': 'PAIEMENT CB GAUTHIER BERTIN SA', 'debit': '433.47', 'credit': ''}, {'date': '21/06/2002', 'description': 'PRELEVEMENT GILLES CHEVALIER S.A.R.L.', 'debit': '186.63', 'credit': ''}, {'date': '08/06/2002', 'description': 'PAIEMENT CB GONCALVES S.A.', 'debit': '225.12', 'credit': ''}, {'date': '23/06/2002', 'description': 'REMISE DE CHEQUE MOREL', 'debit': '', 'credit': '303.03'}, {'date': '16/06/2002', 'description': 'REMISE DE CHEQUE PINTO', 'debit': '', 'credit': '163.88'}, {'date': '17/06/2002', 'description': 'VIREMENT DE ROGER THIERRY SA', 'debit': '', 'credit': '107.23'}, {'date': '01/06/2002', 'description': 'REMISE DE CHEQUE MICHEL DELAHAYE S.A.R.L.', 'debit': '', 'credit': '268.71'}, {'date': '02/06/2002', 'description': 'PRELEVEMENT HAMEL', 'debit': '185.18', 'credit': ''}, {'date': '15/06/2002', 'description': 'PAIEMENT CB LEJEUNE', 'debit': '289.34', 'credit': ''}]"
statement_0027.png,Nath Léger,Crédit Agricole,FR3476202603310581715109347,du 01/04/1980 au 28/04/1980,2789.36,3166.78,"[{'date': '14/04/1980', 'description': 'REMISE DE CHEQUE GAUTIER', 'debit': '', 'credit': '19.20'}, {'date': '16/04/1980', 'description': 'VIREMENT A BRIAND', 'debit': '106.36', 'credit': ''}, {'date': '03/04/1980', 'description': 'REMISE DE CHEQUE LEMAIRE', 'debit': '', 'credit': '380.67'}, {'date': '20/04/1980', 'description': 'REMISE DE CHEQUE SIMON', 'debit': '', 'credit': '295.13'}, {'date': '15/04/1980', 'description': 'VIREMENT A GIMENEZ', 'debit': '95.46', 'credit': ''}, {'date': '13/04/1980', 'description': 'PAIEMENT CB GAILLARD', 'debit': '276.09', 'credit': ''}, {'date': '01/04/1980', 'description': 'REMISE DE CHEQUE LEBON S.A.', 'debit': '', 'credit': '160.33'}]"
statement_0028.png,Célina-Victoire Guichard,La Banque Postale,FR1496646036308587521435052,du 01/02/2008 au 28/02/2008,1824.93,1897.71,"[{'date': '12/02/2008', 'description': 'PAIEMENT CB CLÉMENT S.A.', 'debit': '51.93', 'credit': ''}, {'date': '20/02/2008', 'description': 'PRELEVEMENT BIGOT ET FILS', 'debit': '121.79', 'credit': ''}, {'date': '24/02/2008', 'description': 'REMISE DE CHEQUE LABBÉ', 'debit': '', 'credit': '431.04'}, {'date': '08/02/2008', 'description': 'VIREMENT DE ROBIN S.A.S.', 'debit': '', 'credit': '93.57'}, {'date': '03/02/2008', 'description': 'PRELEVEMENT BIGOT S.A.R.L.', 'debit': '390.67', 'credit': ''}, {'date': '07/02/2008', 'description': 'VIREMENT DE MOULIN GUÉRIN SARL', 'debit': '', 'credit': '133.10'}, {'date': '19/02/2008', 'description': 'VIREMENT DE MICHAUD CHAUVEAU SA', 'debit': '', 'credit': '302.81'}, {'date': '13/02/2008', 'description': 'VIREMENT A HERVÉ', 'debit': '404.06', 'credit': ''}, {'date': '14/02/2008', 'description': 'PAIEMENT CB CLERC DELANNOY SA', 'debit': '58.53', 'credit': ''}, {'date': '27/02/2008', 'description': 'PRELEVEMENT PELTIER PONS S.A.', 'debit': '221.50', 'credit': ''}, {'date': '15/02/2008', 'description': 'VIREMENT DE JOSEPH DE SOUSA SA', 'debit': '', 'credit': '360.74'}]"
statement_0029.png,Thibaut Mathieu,BNP Paribas,FR7178890395005231461397526,du 01/10/1971 au 28/10/1971,3173.92,2064.11,"[{'date': '22/10/1971', 'description': 'PAIEMENT CB TRAORE SA', 'debit': '206.99', 'credit': ''}, {'date': '01/10/1971', 'description': 'VIREMENT A GRONDIN POIRIER S.A.', 'debit': '340.55', 'credit': ''}, {'date': '18/10/1971', 'description': 'VIREMENT A BOULAY', 'debit': '313.68', 'credit': ''}, {'date': '22/10/1971', 'description': 'REMISE DE CHEQUE MARTIN LOPEZ S.A.S.', 'debit': '', 'credit': '231.67'}, {'date': '25/10/1971', 'description': 'VIREMENT DE MOULIN', 'debit': '', 'credit': '184.73'}, {'date': '11/10/1971', 'description': 'RETRAIT DAB WEISS', 'debit': '297.01', 'credit': ''}, {'date': '04/10/1971', 'description': 'REMISE DE CHEQUE ALLAIN', 'debit': '', 'credit': '201.76'}, {'date': '22/10/1971', 'description': 'VIREMENT A ROCHER', 'debit': '100.85', 'credit': ''}, {'date': '19/10/1971', 'description': 'PRELEVEMENT GRÉGOIRE ET FILS', 'debit': '200.81', 'credit': ''}, {'date': '06/10/1971', 'description': 'RETRAIT DAB JOURDAN TEIXEIRA SARL', 'debit': '348.81', 'credit': ''}, {'date': '14/10/1971', 'description': 'PAIEMENT CB ROCHER COUTURIER S.A.R.L.', 'debit': '191.68', 'credit': ''}, {'date': '06/10/1971', 'description': 'VIREMENT DE AUGER S.A.R.L.', 'debit': '', 'credit': '272.41'}]"
statement_0030.png,Geneviève Jean-Rodriguez,Crédit Agricole,FR2869809916782587207244725,du 01/02/2008 au 28/02/2008,687.61,156.97,"[{'date': '07/02/2008', 'description': 'PAIEMENT CB LELEU', 'debit': '122.91', 'credit': ''}, {'date': '25/02/2008', 'description': 'PRELEVEMENT JOUBERT', 'debit': '89.12', 'credit': ''}, {'date': '24/02/2008', 'description': 'REMISE DE CHEQUE DELAUNAY', 'debit': '', 'credit': '352.29'}, {'date': '20/02/2008', 'description': 'RETRAIT DAB JACQUES COLLET S.A.S.', 'debit': '223.95', 'credit': ''}, {'date': '03/02/2008', 'description': 'RETRAIT DAB KLEIN BARBE SA', 'debit': '446.95', 'credit': ''}]"
statement_0031.png,Adélaïde Pereira,BNP Paribas,FR6865199604299928764113243,du 01/04/2022 au 28/04/2022,3856.08,4311.44,"[{'date': '13/04/2022', 'description': 'RETRAIT DAB MARCHAL SARL', 'debit': '419.67', 'credit': ''}, {'date': '21/04/2022', 'description': 'VIREMENT DE POTIER', 'debit': '', 'credit': '402.25'}, {'date': '12/04/2022', 'description': 'RETRAIT DAB DUPRÉ BOYER S.A.', 'debit': '102.75', 'credit': ''}, {'date': '13/04/2022', 'description': 'PRELEVEMENT DUPUY S.A.S.', 'debit': '175.16', 'credit': ''}, {'date': '20/04/2022', 'description': 'VIREMENT DE MACE SARL', 'debit': '', 'credit': '403.48'}, {'date': '17/04/2022', 'description': 'REMISE DE CHEQUE FAIVRE', 'debit': '', 'credit': '426.63'}, {'date': '12/04/2022', 'description': 'REMISE DE CHEQUE GUILLET', 'debit': '', 'credit': '69.71'}, {'date': '22/04/2022', 'description': 'REMISE DE CHEQUE SAMSON', 'debit': '', 'credit': '50.96'}, {'date': '01/04/2022', 'description': 'RETRAIT DAB GILLET', 'debit': '228.29', 'credit': ''}, {'date': '22/04/2022', 'description': 'VIREMENT DE HUET', 'debit': '', 'credit': '28.20'}]"
statement_0032.png,Augustin Lopez,BNP Paribas,FR8761340283432166828242044,du 01/10/1970 au 28/10/1970,4836.92,3365.96,"[{'date': '20/10/1970', 'description': 'VIREMENT A GAUTHIER', 'debit': '381.17', 'credit': ''}, {'date': '18/10/1970', 'description': 'PRELEVEMENT BLANCHET', 'debit': '116.33', 'credit': ''}, {'date': '27/10/1970', 'description': 'REMISE DE CHEQUE GALLET', 'debit': '', 'credit': '209.73'}, {'date': '20/10/1970', 'description': 'VIREMENT A PERRET', 'debit': '401.53', 'credit': ''}, {'date': '15/10/1970', 'description': 'PRELEVEMENT PHILIPPE SARL', 'debit': '355.43', 'credit': ''}, {'date': '10/10/1970', 'description': 'PRELEVEMENT LOPES', 'debit': '426.23', 'credit': ''}]"
statement_0033.png,Geneviève-Laure Fabre,Crédit Mutuel,FR3372968193161289130172849,du 01/01/1976 au 28/01/1976,3034.23,2231.20,"[{'date': '19/01/1976', 'description': 'RETRAIT DAB GERMAIN', 'debit': '166.79', 'credit': ''}, {'date': '05/01/1976', 'description': 'RETRAIT DAB MALLET SA', 'debit': '277.98', 'credit': ''}, {'date': '19/01/1976', 'description': 'VIREMENT DE NAVARRO', 'debit': '', 'credit': '382.01'}, {'date': '12/01/1976', 'description': 'PRELEVEMENT HUET', 'debit': '211.01', 'credit': ''}, {'date': '01/01/1976', 'description': 'RETRAIT DAB GILLES BONNEAU S.A.S.', 'debit': '77.93', 'credit': ''}, {'date': '11/01/1976', 'description': 'PRELEVEMENT ALVES LAGARDE ET FILS', 'debit': '430.32', 'credit': ''}, {'date': '22/01/1976', 'description': 'VIREMENT A FOURNIER SA', 'debit': '21.01', 'credit': ''}]"
statement_0034.png,Grégoire Toussaint,Crédit Mutuel,FR8374237208814090916706523,du 01/07/2000 au 28/07/2000,1107.23,609.17,"[{'date': '11/07/2000', 'description': 'REMISE DE CHEQUE GUILLET S.A.R.L.', 'debit': '', 'credit': '109.26'}, {'date': '19/07/2000', 'description': 'REMISE DE CHEQUE GUILLAUME SA', 'debit': '', 'credit': '139.77'}, {'date': '02/07/2000', 'description': 'RETRAIT DAB ROGER BERGER S.A.R.L.', 'debit': '229.24', 'credit': ''}, {'date': '11/07/2000', 'description': 'VIREMENT DE BRIAND SARL', 'debit': '', 'credit': '118.09'}, {'date': '01/07/2000', 'description': 'PAIEMENT CB LÉVY MORENO SA', 'debit': '113.01', 'credit': ''}, {'date': '09/07/2000', 'description': 'VIREMENT A MOREL', 'debit': '297.40', 'credit': ''}, {'date': '26/07/2000', 'description': 'VIREMENT A GUICHARD', 'debit': '52.02', 'credit': ''}, {'date': '22/07/2000', 'description': 'VIREMENT A ÉTIENNE', 'debit': '60.56', 'credit': ''}, {'date': '06/07/2000', 'description': 'PAIEMENT CB GRÉGOIRE', 'debit': '26.81', 'credit': ''}, {'date': '02/07/2000', 'description': 'PRELEVEMENT ROUSSEL', 'debit': '163.02', 'credit': ''}, {'date': '18/07/2000', 'description': 'PRELEVEMENT SANCHEZ', 'debit': '168.52', 'credit': ''}, {'date': '07/07/2000', 'description': 'RETRAIT DAB JACQUET', 'debit': '166.29', 'credit': ''}, {'date': '23/07/2000', 'description': 'VIREMENT DE RIOU BODIN S.A.R.L.', 'debit': '', 'credit': '298.64'}, {'date': '07/07/2000', 'description': 'REMISE DE CHEQUE VIDAL', 'debit': '', 'credit': '113.05'}]"
statement_0035.png,Théodore Lacombe,La Banque Postale,FR4094683510798712292742031,du 01/04/2011 au 28/04/2011,2031.63,1592.32,"[{'date': '05/04/2011', 'description': 'VIREMENT A DOS SANTOS RICHARD SARL', 'debit': '193.98', 'credit': ''}, {'date': '14/04/2011', 'description': 'PRELEVEMENT GALLET', 'debit': '343.33', 'credit': ''}, {'date': '23/04/2011', 'description': 'RETRAIT DAB ROUX PERRIN S.A.R.L.', 'debit': '339.17', 'credit': ''}, {'date': '06/04/2011', 'description': 'REMISE DE CHEQUE DESCHAMPS', 'debit': '', 'credit': '397.75'}, {'date': '17/04/2011', 'description': 'REMISE DE CHEQUE ROUSSEL VINCENT S.A.S.', 'debit': '', 'credit': '437.55'}, {'date': '09/04/2011', 'description': 'PRELEVEMENT COLLET S.A.S.', 'debit': '433.36', 'credit': ''}, {'date': '03/04/2011', 'description': 'VIREMENT DE GIRAUD', 'debit': '', 'credit': '35.23'}]"
statement_0036.png,Christine Barbier,La Banque Postale,FR8694270194851207660911224,du 01/11/2020 au 28/11/2020,601.98,-552.90,"[{'date': '18/11/2020', 'description': 'RETRAIT DAB VALENTIN MARION SARL', 'debit': '14.12', 'credit': ''}, {'date': '08/11/2020', 'description': 'RETRAIT DAB PEREIRA LETELLIER ET FILS', 'debit': '371.84', 'credit': ''}, {'date': '24/11/2020', 'description': 'VIREMENT DE LAINE S.A.', 'debit': '', 'credit': '403.17'}, {'date': '03/11/2020', 'description': 'VIREMENT A POULAIN S.A.R.L.', 'debit': '65.59', 'credit': ''}, {'date': '06/11/2020', 'description': 'VIREMENT DE ALLARD', 'debit': '', 'credit': '409.79'}, {'date': '18/11/2020', 'description': 'RETRAIT DAB FISCHER BESSON SA', 'debit': '124.84', 'credit': ''}, {'date': '06/11/2020', 'description': 'PAIEMENT CB PERRIN', 'debit': '228.99', 'credit': ''}, {'date': '16/11/2020', 'description': 'PRELEVEMENT FAURE CARPENTIER S.A.', 'debit': '230.95', 'credit': ''}, {'date': '08/11/2020', 'description': 'PRELEVEMENT SCHNEIDER', 'debit': '371.91', 'credit': ''}, {'date': '11/11/2020', 'description': 'PAIEMENT CB DE SOUSA', 'debit': '205.67', 'credit': ''}, {'date': '14/11/2020', 'description': 'VIREMENT A GILLET', 'debit': '27.29', 'credit': ''}, {'date': '25/11/2020', 'description': 'VIREMENT A LEGROS', 'debit': '326.64', 'credit': ''}]"
statement_0037.png,Juliette Descamps,La Banque Postale,FR2556991020685101273079830,du 01/11/2023 au 28/11/2023,513.44,266.25,"[{'date': '05/11/2023', 'description': 'REMISE DE CHEQUE CHEVALIER SA', 'debit': '', 'credit': '349.58'}, {'date': '13/11/2023', 'description': 'VIREMENT A DUPUY S.A.', 'debit': '48.55', 'credit': ''}, {'date': '17/11/2023', 'description': 'RETRAIT DAB SAMSON S.A.', 'debit': '57.34', 'credit': ''}, {'date': '05/11/2023', 'description': 'VIREMENT DE DUHAMEL', 'debit': '', 'credit': '287.32'}, {'date': '08/11/2023', 'description': 'PAIEMENT CB JOURDAN S.A.R.L.', 'debit': '250.89', 'credit': ''}, {'date': '16/11/2023', 'description': 'REMISE DE CHEQUE IMBERT', 'debit': '', 'credit': '124.60'}, {'date': '18/11/2023', 'description': 'REMISE DE CHEQUE SAUVAGE', 'debit': '', 'credit': '128.76'}, {'date': '12/11/2023', 'description': 'RETRAIT DAB SANCHEZ', 'debit': '336.64', 'credit': ''}, {'date': '17/11/2023', 'description': 'VIREMENT A POULAIN', 'debit': '24.97', 'credit': ''}, {'date': '20/11/2023', 'description': 'RETRAIT DAB RIOU', 'debit': '43.15', 'credit': ''}, {'date': '06/11/2023', 'description': 'PRELEVEMENT LOPEZ SARL', 'debit': '375.91', 'credit': ''}]"
statement_0038.png,Alphonse Muller du Coulon,La Banque Postale,FR4997220377409791936465274,du 01/08/2003 au 28/08/2003,2139.98,2641.70,"[{'date': '22/08/2003', 'description': 'VIREMENT DE BLOT SA', 'debit': '', 'credit': '138.83'}, {'date': '01/08/2003', 'description': 'PRELEVEMENT KLEIN', 'debit': '175.95', 'credit': ''}, {'date': '20/08/2003', 'description': 'VIREMENT A FONTAINE S.A.R.L.', 'debit': '231.93', 'credit': ''}, {'date': '05/08/2003', 'description': 'REMISE DE CHEQUE DOS SANTOS BARBE ET FILS', 'debit': '', 'credit': '191.57'}, {'date': '01/08/2003', 'description': 'REMISE DE CHEQUE COSTA CHEVALLIER SA', 'debit': '', 'credit': '243.00'}, {'date': '12/08/2003', 'description': 'REMISE DE CHEQUE CHARRIER', 'debit': '', 'credit': '189.58'}, {'date': '01/08/2003', 'description': 'PAIEMENT CB CHEVALLIER S.A.S.', 'debit': '117.13', 'credit': ''}, {'date': '16/08/2003', 'description': 'REMISE DE CHEQUE GRONDIN BOYER ET FILS', 'debit': '', 'credit': '37.48'}, {'date': '02/08/2003', 'description': 'REMISE DE CHEQUE DAVID BOUCHER S.A.S.', 'debit': '', 'credit': '226.27'}]"
statement_0039.png,Philippe-Bernard Letellier,Crédit Mutuel,FR0574231203642730780424300,du 01/12/1978 au 28/12/1978,3011.59,1713.41,"[{'date': '21/12/1978', 'description': 'PAIEMENT CB PAYET SARL', 'debit': '174.43', 'credit': ''}, {'date': '10/12/1978', 'description': 'REMISE DE CHEQUE DOS SANTOS LAPORTE SA', 'debit': '', 'credit': '67.54'}, {'date': '27/12/1978', 'description': 'RETRAIT DAB MUNOZ', 'debit': '65.09', 'credit': ''}, {'date': '09/12/1978', 'description': 'PAIEMENT CB TESSIER', 'debit': '306.65', 'credit': ''}, {'date': '19/12/1978', 'description': 'PRELEVEMENT CHAUVEAU', 'debit': '427.28', 'credit': ''}, {'date': '15/12/1978', 'description': 'PAIEMENT CB WEISS', 'debit': '41.32', 'credit': ''}, {'date': '16/12/1978', 'description': 'RETRAIT DAB GÉRARD S.A.R.L.', 'debit': '89.21', 'credit': ''}, {'date': '03/12/1978', 'description': 'PRELEVEMENT OLLIVIER SARL', 'debit': '150.21', 'credit': ''}, {'date': '15/12/1978', 'description': 'VIREMENT A THOMAS', 'debit': '23.19', 'credit': ''}, {'date': '27/12/1978', 'description': 'PAIEMENT CB JOURDAN', 'debit': '404.55', 'credit': ''}, {'date': '18/12/1978', 'description': 'VIREMENT DE LEMOINE SA', 'debit': '', 'credit': '259.27'}, {'date': '01/12/1978', 'description': 'VIREMENT DE HUET', 'debit': '', 'credit': '56.94'}]"
statement_0040.png,Nicolas Mathieu de Martinez,Crédit Mutuel,FR9215360391752121432851481,du 01/03/2017 au 28/03/2017,1911.39,750.14,"[{'date': '04/03/2017', 'description': 'PRELEVEMENT PETIT', 'debit': '197.98', 'credit': ''}, {'date': '27/03/2017', 'description': 'PRELEVEMENT LÉGER', 'debit': '100.00', 'credit': ''}, {'date': '13/03/2017', 'description': 'PAIEMENT CB PETITJEAN', 'debit': '308.92', 'credit': ''}, {'date': '09/03/2017', 'description': 'RETRAIT DAB LAINE SA', 'debit': '174.01', 'credit': ''}, {'date': '25/03/2017', 'description': 'PAIEMENT CB GAY', 'debit': '372.76', 'credit': ''}, {'date': '22/03/2017', 'description': 'REMISE DE CHEQUE HUBERT', 'debit': '', 'credit': '32.48'}, {'date': '23/03/2017', 'description': 'RETRAIT DAB ROBERT', 'debit': '40.06', 'credit': ''}]"
statement_0041.png,Christiane Dumont,BNP Paribas,FR8654378825846701850207173,du 01/12/1998 au 28/12/1998,3408.59,1695.65,"[{'date': '08/12/1998', 'description': 'VIREMENT A ROBIN', 'debit': '94.65', 'credit': ''}, {'date': '02/12/1998', 'description': 'REMISE DE CHEQUE ROSSI S.A.S.', 'debit': '', 'credit': '131.31'}, {'date': '05/12/1998', 'description': 'REMISE DE CHEQUE ADAM LETELLIER SARL', 'debit': '', 'credit': '162.82'}, {'date': '02/12/1998', 'description': 'VIREMENT A REYNAUD ADAM S.A.S.', 'debit': '57.89', 'credit': ''}, {'date': '10/12/1998', 'description': 'VIREMENT A GOSSELIN FOUQUET ET FILS', 'debit': '182.05', 'credit': ''}, {'date': '07/12/1998', 'description': 'VIREMENT A AUBERT CHEVALIER S.A.', 'debit': '113.13', 'credit': ''}, {'date': '14/12/1998', 'description': 'PAIEMENT CB BERTIN', 'debit': '422.36', 'credit': ''}, {'date': '05/12/1998', 'description': 'VIREMENT A MARION S.A.S.', 'debit': '122.89', 'credit': ''}, {'date': '13/12/1998', 'description': 'PAIEMENT CB DUPONT SARL', 'debit': '258.24', 'credit': ''}, {'date': '01/12/1998', 'description': 'VIREMENT A PRÉVOST', 'debit': '428.38', 'credit': ''}, {'date': '23/12/1998', 'description': 'REMISE DE CHEQUE RICHARD S.A.', 'debit': '', 'credit': '343.60'}, {'date': '21/12/1998', 'description': 'REMISE DE CHEQUE PARENT', 'debit': '', 'credit': '175.23'}, {'date': '23/12/1998', 'description': 'PRELEVEMENT RAYNAUD', 'debit': '433.21', 'credit': ''}, {'date': '23/12/1998', 'description': 'VIREMENT A GUYOT SARL', 'debit': '413.10', 'credit': ''}]"
statement_0042.png,Georges Noël-Lebon,La Banque Postale,FR8032803402393395606386298,du 01/12/2011 au 28/12/2011,3419.21,3001.15,"[{'date': '10/12/2011', 'description': 'PRELEVEMENT REY FOUCHER S.A.R.L.', 'debit': '33.64', 'credit': ''}, {'date': '09/12/2011', 'description': 'RETRAIT DAB GÉRARD', 'debit': '314.81', 'credit': ''}, {'date': '22/12/2011', 'description': 'VIREMENT DE BONNET', 'debit': '', 'credit': '273.16'}, {'date': '27/12/2011', 'description': 'VIREMENT A BARRE', 'debit': '127.75', 'credit': ''}, {'date': '25/12/2011', 'description': 'REMISE DE CHEQUE LETELLIER S.A.S.', 'debit': '', 'credit': '434.02'}, {'date': '07/12/2011', 'description': 'REMISE DE CHEQUE PRUVOST RAYMOND SARL', 'debit': '', 'credit': '10.39'}, {'date': '01/12/2011', 'description': 'VIREMENT A THIBAULT DESCHAMPS S.A.S.', 'debit': '427.57', 'credit': ''}, {'date': '17/12/2011', 'description': 'VIREMENT A JULIEN', 'debit': '298.94', 'credit': ''}, {'date': '10/12/2011', 'description': 'VIREMENT DE CLERC', 'debit': '', 'credit': '67.08'}]"
statement_0043.png,Michel Fournier,La Banque Postale,FR3496018284721525591700134,du 01/05/1998 au 28/05/1998,1086.01,-1876.05,"[{'date': '21/05/1998', 'description': 'PAIEMENT CB LE GALL', 'debit': '37.28', 'credit': ''}, {'date': '10/05/1998', 'description': 'VIREMENT DE MASSE', 'debit': '', 'credit': '155.62'}, {'date': '09/05/1998', 'description': 'PRELEVEMENT LETELLIER', 'debit': '162.93', 'credit': ''}, {'date': '23/05/1998', 'description': 'VIREMENT A ROUSSEAU PIERRE S.A.S.', 'debit': '344.57', 'credit': ''}, {'date': '03/05/1998', 'description': 'VIREMENT A HAMON', 'debit': '369.53', 'credit': ''}, {'date': '25/05/1998', 'description': 'VIREMENT A ROUSSEL GOMES ET FILS', 'debit': '374.67', 'credit': ''}, {'date': '21/05/1998', 'description': 'PAIEMENT CB BLONDEL', 'debit': '124.47', 'credit': ''}, {'date': '11/05/1998', 'description': 'PRELEVEMENT MAHE GEORGES S.A.R.L.', 'debit': '156.63', 'credit': ''}, {'date': '04/05/1998', 'description': 'PAIEMENT CB PEREZ', 'debit': '407.01', 'credit': ''}, {'date': '01/05/1998', 'description': 'VIREMENT A GAUTIER GONCALVES SA', 'debit': '140.51', 'credit': ''}, {'date': '07/05/1998', 'description': 'RETRAIT DAB DUVAL PERROT S.A.R.L.', 'debit': '292.92', 'credit': ''}, {'date': '15/05/1998', 'description': 'RETRAIT DAB LAINE S.A.R.L.', 'debit': '243.32', 'credit': ''}, {'date': '22/05/1998', 'description': 'RETRAIT DAB BOUCHER', 'debit': '285.37', 'credit': ''}, {'date': '21/05/1998', 'description': 'PAIEMENT CB PIRES', 'debit': '178.47', 'credit': ''}]"
